Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"562.13772","Escherichia coli strain M6",,562,"Complete","M6",,,,"MLST.Escherichia_coli_1.296,MLST.Escherichia_coli_2.357",,,,"2016-12-12T00:00:00Z",,"PRJNA269191","SAMN03252441","GCF_001901065.1",,"CP010186,CP010187,CP010188,CP010189,CP010190","NZ_CP010186.1,NZ_CP010187.1,NZ_CP010188.1,NZ_CP010189.1,NZ_CP010190.1","Nanjing Agricultural University",,"Il;lumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",5,,5,5310163,50.46,5369,4963,,"feces",,"2014",,,,,,,"env_biome:faeces","Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,"Comparative genomic analysis for 50 complete genomes of different E. coli strains isolated from various environments",,100,99.2,100,0.4,,"Good","2017-01-16T17:39:09.786Z","2017-01-16T17:39:09.786Z"
"562.13773","Escherichia coli strain M8",,562,"Complete","M8",,,,"MLST.Escherichia_coli_1.5082",,,,"2016-12-12T00:00:00Z",,"PRJNA269191","SAMN03252442","GCF_001901085.1",,"CP010191,CP010192,CP010193,CP010194,CP010195","NZ_CP010191.1,NZ_CP010192.1,NZ_CP010193.1,NZ_CP010194.1,NZ_CP010195.1","Nanjing Agricultural University",,"Il;lumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",5,,5,5045582,50.49,5116,4822,,"feces",,"2014",,,,,,,"env_biome:faeces","Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,"Comparative genomic analysis for 50 complete genomes of different E. coli strains isolated from various environments",,100,98.7,100,,,"Good","2017-01-16T17:32:38.227Z","2017-01-16T17:32:38.227Z"
"562.13774","Escherichia coli strain M9",,562,"Complete","M9",,,,"MLST.Escherichia_coli_1.296,MLST.Escherichia_coli_2.357",,,,"2016-12-12T00:00:00Z",,"PRJNA269191","SAMN03252443","GCF_001901105.1",,"CP010196,CP010197,CP010198,CP010199","NZ_CP010196.1,NZ_CP010197.1,NZ_CP010198.1,NZ_CP010199.1","Nanjing Agricultural University",,"Il;lumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",4,,4,5304349,50.47,5344,4953,,"feces",,"2014",,,,,,,"env_biome:faeces","Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,"Comparative genomic analysis for 50 complete genomes of different E. coli strains isolated from various environments",,100,99.2,100,0.4,,"Good","2017-01-16T17:39:18.509Z","2017-01-16T17:39:18.509Z"
"562.13775","Escherichia coli strain M10",,562,"Complete","M10",,,,"MLST.Escherichia_coli_1.6994",,,,"2016-12-12T00:00:00Z",,"PRJNA269191","SAMN03252444","GCF_001901125.1",,"CP010200,CP010201,CP010202,CP010203,CP010204,CP010205","NZ_CP010200.1,NZ_CP010201.1,NZ_CP010202.1,NZ_CP010203.1,NZ_CP010204.1,NZ_CP010205.1","Nanjing Agricultural University",,"Il;lumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",1,5,6,4954801,50.81,4974,4726,,"feces",,"2014",,,,,,,"env_biome:faeces","Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,"Comparative genomic analysis for 50 complete genomes of different E. coli strains isolated from various environments",,100,99.7,100,,,"Good","2017-01-16T17:31:17.707Z","2017-01-16T17:31:17.707Z"
"562.13776","Escherichia coli strain M11",,562,"Complete","M11",,,,"MLST.Escherichia_coli_1.278,MLST.Escherichia_coli_2.357",,,,"2016-12-12T00:00:00Z",,"PRJNA269191","SAMN03252445","GCF_001901145.1",,"CP010206,CP010207,CP010208,CP010209,CP010210,CP010211,CP010212","NZ_CP010206.1,NZ_CP010207.1,NZ_CP010208.1,NZ_CP010209.1,NZ_CP010210.1,NZ_CP010211.1,NZ_CP010212.1","Nanjing Agricultural University",,"Illumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",1,6,7,5306134,50.48,5374,4971,,"feces",,"2014",,,,,,,"env_biome:faeces","Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,"Comparative genomic analysis for 50 complete genomes of different E. coli strains isolated from various environments",,100,99.3,100,0.4,,"Good","2017-01-16T17:40:09.390Z","2017-01-16T17:40:09.390Z"
"562.13777","Escherichia coli strain M15",,562,"Complete","M15",,,,"MLST.Escherichia_coli_1.278,MLST.Escherichia_coli_2.357",,,,"2016-12-12T00:00:00Z",,"PRJNA269191","SAMN03252446","GCF_001901165.1",,"CP010213,CP010214,CP010215,CP010216,CP010217,CP010218","NZ_CP010213.1,NZ_CP010214.1,NZ_CP010215.1,NZ_CP010216.1,NZ_CP010217.1,NZ_CP010218.1","Nanjing Agricultural University",,"Illumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",1,5,6,5328503,50.5,5395,4979,,"feces",,"2014",,,,,,,"env_biome:faeces","Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,"Comparative genomic analysis for 50 complete genomes of different E. coli strains isolated from various environments",,100,99.3,100,0.4,,"Good","2017-01-16T17:42:19.273Z","2017-01-16T17:42:19.273Z"
"562.13778","Escherichia coli strain M18",,562,"Complete","M18",,,,,,,,"2016-12-12T00:00:00Z",,"PRJNA269191","SAMN03252447","GCF_001901185.1",,"CP010219,CP010220","NZ_CP010219.1,NZ_CP010220.1","Nanjing Agricultural University",,"Illumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",1,1,2,5160136,50.52,5218,4909,,"feces",,"2014",,,,,,,"env_biome:faeces","Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,"Comparative genomic analysis for 50 complete genomes of different E. coli strains isolated from various environments",,99.9,98.1,100,0.7,,"Good","2017-01-16T17:34:21.672Z","2017-01-16T17:34:21.672Z"
"562.13779","Escherichia coli strain M19",,562,"Complete","M19",,,,"MLST.Escherichia_coli_1.278,MLST.Escherichia_coli_2.357",,,,"2016-12-12T00:00:00Z",,"PRJNA269191","SAMN03252448","GCF_001901215.1",,"CP010221,CP010222,CP010223,CP010224,CP010225","NZ_CP010221.1,NZ_CP010222.1,NZ_CP010223.1,NZ_CP010224.1,NZ_CP010225.1","Nanjing Agricultural University",,"Illumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",1,4,5,5327147,50.5,5403,4977,,"feces",,"2014",,,,,,,"env_biome:faeces","Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,"Comparative genomic analysis for 50 complete genomes of different E. coli strains isolated from various environments",,100,99.3,100,0.4,,"Good","2017-01-16T17:42:48.213Z","2017-01-16T17:42:48.213Z"
"562.13780","Escherichia coli strain S1",,562,"Complete","S1",,,,"MLST.Escherichia_coli_1.216",,,,"2016-12-12T00:00:00Z",,"PRJNA269191","SAMN03252449","GCF_001901315.1",,"CP010226,CP010227","NZ_CP010226.1,NZ_CP010227.1","Nanjing Agricultural University",,"Il;lumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",1,1,2,4707208,50.84,4760,4447,,"forest soil",,"2014",,,,,,,"env_biome:faeces","Mouse, Mus musculus",,,,,,,,,,,,,,,,,,,"Comparative genomic analysis for 50 complete genomes of different E. coli strains isolated from various environments",,99.9,99.3,100,,,"Good","2017-01-16T17:38:44.075Z","2017-01-16T17:38:44.075Z"
"562.13783","Escherichia coli strain C7",,562,"Complete","C7",,,,"MLST.Escherichia_coli_1.560",,,,"2016-12-12T00:00:00Z",,"PRJNA269191","SAMN03252414","GCF_001901425.1",,"CP010240,CP010241","NZ_CP010240.1,NZ_CP010241.1","Nanjing Agricultural University",,"Illumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",1,1,2,5372411,50.67,5600,5232,,,,"2014",,,,,,,"env_biome:faeces","Cow, Bos taurus",,,,,,,,,,,,,,,,,,,"Comparative genomic analysis for 50 complete genomes of different E. coli strains isolated from various environments",,100,99.5,100,0.4,,"Good","2017-01-16T17:37:06.996Z","2017-01-16T17:37:06.996Z"
"562.16426","Escherichia coli strain HB-Coli0",,562,"Complete","HB-Coli0",,,,"MLST.Escherichia_coli_1.602",,,,"2017-05-01T00:00:00Z",,"PRJNA383767","SAMN06819205",,,"CP020933,CP020934,CP020935,CP020936",,"Agricultural University of Hebei Province",,"PacBio","300.0x","SMRT portal v. Version 3.2.0",1,3,4,5078176,50.7,5259,5152,,"intestine",,"2017-04-21","China","China: Baoding",,,,,,"Chicken, Gallus gallus",,,,,,,,,,,,,,,,,,,"Analysis of assembling and annotation of whole genome of avian multoyage resistant Escherichia","sample_type:single cell",99.8,99.1,100,0.4,,"Good","2017-05-29T10:06:13.013Z","2017-05-29T10:06:13.013Z"
"562.17736","Escherichia coli strain PSUO2",,562,"Complete","PSUO2",,,,"MLST.Escherichia_coli_1.141",,,,"2017-07-06T00:00:00Z",,"PRJNA287563","SAMN03783363",,,"CP011915,CP011916",,"Pennsylvania State University",,"IonTorrent; PacBio","264x","SMRT v. 2.3.0; DNASTAR SeqMn NGen v.",1,1,2,5035255,50.63,5045,4765,,"peritoneal cavity",,"2004","United States","United States",,,,,,"Chicken, Gallus gallus",,,"Peritonitis",,,,,,,,,,,"C",,,,"Layer Peritonitis","Layer peritonitis is considered a major cause of morbidity and mortality in laying hens which leads to significant economic losses to the egg industry worldwide. Among the bacterial pathogens, E. coli is the most common bacterial species associated with layer peritonitis. However, the pathogenesis of layer peritonitis has not been elucidated. The objectives of the current study are; 1) to identify potential virulence factors encoded in peritonitis causing E. coli strain using whole genome sequencing, 2) ascertain genotypic homology among avian pathogenic E. coli (APEC) and human extraintestinal pathogenic E. coli (ExPEC) by comparative genomics and 3) to identify potential vaccine targets through antigenome approach","collected_by:Animal Diagnostic Lab, University Park, PA16801, USA",99.5,97.9,99.6,,,"Good","2017-07-23T05:01:49.286Z","2017-07-23T05:01:49.286Z"
"562.17737","Escherichia coli strain PSUO78",,562,"Complete","PSUO78",,,,"MLST.Escherichia_coli_1.5940",,,,"2017-07-06T00:00:00Z",,"PRJNA287566","SAMN03783370",,,"CP012112,CP012113,CP012114",,"Pennsylvania State University",,"PacBio","14x","SMRT v. 3.2.0",1,2,3,5230570,50.71,5577,4617,,"peritoneal cavity",,"2010","United States","United States",,,,,,"Chicken, Gallus gallus",,,"Peritonitis",,,,,,,,,,,"C",,,,,"Layer peritonitis is considered a major cause of morbidity and mortality in laying hens which leads to significant economic losses to the table egg industry worldwide. Escherichia coli is the most common bacterial species associated with layer peritonitis. Despite its importance to the poultry industry, pathogenesis of layer peritonitis has not been elucidated. The objectives of the current study are; 1) to identify potential virulence factors encoded in E. coli causing peritonitis using whole genome sequencing, 2) ascertain genotypic homology among avian pathogenic E. coli and human extraintestinal pathogenic E. coli by comparative genomics, and 3) to identify potential vaccine targets through antigenome approaches","collected_by:Animal Diagnostic Lab, University Park, PA16801, USA",100,96,100,3.9,,"Good","2017-07-23T05:08:03.144Z","2017-07-23T05:08:03.144Z"
"562.19202","Escherichia coli strain 1943",,562,"Complete","1943",,,,"MLST.Escherichia_coli_1.539",,,,"2017-09-18T00:00:00Z",,"PRJNA402083","SAMN07618127","GCA_002310555.1",,"CP023359,CP023360,CP023361,CP023362",,"The Roslin Institute",,"PacBio","20x","De-novo v. Celera Assembler 8.8",1,3,4,5000721,50.75,5148,5046,,"urinary tract infections","isolated from urinary tract infections in dogs","2002","United Kingdom","United Kingdom: Scotland, Edinburgh",,,,,,"Dog, Canis lupus familiaris",,,,,,,,,,,,,,,,,,,"Objectives: To determine the plasmid architecture and context of resistance genes in multi-drug resistant (MDR) Escherichia coli strains isolated from urinary tract infections in dogs.Single-molecule real-time (SMRT) sequencing were applied to assemble the complete genomes of E. coli strains associated with clinical urinary tract infections, which were either phenotypically MDR or drug susceptible.Results: This revealed that multiple distinct families of plasmids were associated with building an MDR phenotype. Plasmid-mediated AmpC (CMY-2) beta-lactamase resistance was associated with a clonal group of IncI1 plasmids that has remained stable in isolates collected up to a decade apart. Other plasmids, in particular those with an IncF replicon type, contained other resistance gene markers, so that the emergence of these MDR strains was driven by the accumulation of multiple plasmids, up to 5 replicons in specific cases.Conclusions: This study indicates that vulnerable patients, often with complex clinical histories provide a setting leading to the emergence of MDR E. coli strains in clonally distinct commensal backgrounds. While it is known that horizontally-transferred resistance supplements pathogenic strains of E. coli such as ST131, our study demonstrates that the selection of an MDR phenotype in commensal E. coli strains can result in opportunistic infections in vulnerable patient populations. These strains provide a reservoir for the onward transfer of resistance alleles into more typically pathogenic strains and provide opportunities for the coalition of resistance and virulence determinants on plasmids as evidenced by the IncF replicons characterised in this study.","sample_type:whole organism",99.8,98.4,100,0.4,,"Good","2017-09-29T00:34:20.858Z","2017-09-29T00:34:20.858Z"
"562.19203","Escherichia coli strain 317",,562,"Complete","317",,,,"MLST.Escherichia_coli_1.127,MLST.Escherichia_coli_2.22",,,,"2017-09-18T00:00:00Z",,"PRJNA402083","SAMN07618128","GCA_002310575.1",,"CP023357,CP023358",,"The Roslin Institute",,"PacBio","20x","De-novo v. Celera Assembler 8.9",1,1,2,5135913,50.54,5255,5129,,"urinary tract infections","isolated from urinary tract infections in dogs","2002","United Kingdom","United Kingdom: Scotland, Edinburgh",,,,,,"Dog, Canis lupus familiaris",,,,,,,,,,,,,,,,,,,"Objectives: To determine the plasmid architecture and context of resistance genes in multi-drug resistant (MDR) Escherichia coli strains isolated from urinary tract infections in dogs.Single-molecule real-time (SMRT) sequencing were applied to assemble the complete genomes of E. coli strains associated with clinical urinary tract infections, which were either phenotypically MDR or drug susceptible.Results: This revealed that multiple distinct families of plasmids were associated with building an MDR phenotype. Plasmid-mediated AmpC (CMY-2) beta-lactamase resistance was associated with a clonal group of IncI1 plasmids that has remained stable in isolates collected up to a decade apart. Other plasmids, in particular those with an IncF replicon type, contained other resistance gene markers, so that the emergence of these MDR strains was driven by the accumulation of multiple plasmids, up to 5 replicons in specific cases.Conclusions: This study indicates that vulnerable patients, often with complex clinical histories provide a setting leading to the emergence of MDR E. coli strains in clonally distinct commensal backgrounds. While it is known that horizontally-transferred resistance supplements pathogenic strains of E. coli such as ST131, our study demonstrates that the selection of an MDR phenotype in commensal E. coli strains can result in opportunistic infections in vulnerable patient populations. These strains provide a reservoir for the onward transfer of resistance alleles into more typically pathogenic strains and provide opportunities for the coalition of resistance and virulence determinants on plasmids as evidenced by the IncF replicons characterised in this study.","sample_type:whole organism",99.9,98.7,100,,,"Good","2017-09-29T00:34:36.876Z","2017-09-29T00:34:36.876Z"
"562.19204","Escherichia coli strain 144",,562,"Complete","144",,,,"MLST.Escherichia_coli_1.38,MLST.Escherichia_coli_2.8",,,,"2017-09-18T00:00:00Z",,"PRJNA402083","SAMN07618126","GCA_002310595.1",,"CP023364,CP023363,CP023365",,"The Roslin Institute",,"PacBio","20x","De-novo v. Celera Assembler 8.7",1,2,3,5361252,50.56,5494,5356,,"urinary tract infections","isolated from urinary tract infections in dogs","2002","United Kingdom","United Kingdom: Scotland, Edinburgh",,,,,,"Dog, Canis lupus familiaris",,,,,,,,,,,,,,,,,,,"Objectives: To determine the plasmid architecture and context of resistance genes in multi-drug resistant (MDR) Escherichia coli strains isolated from urinary tract infections in dogs.Single-molecule real-time (SMRT) sequencing were applied to assemble the complete genomes of E. coli strains associated with clinical urinary tract infections, which were either phenotypically MDR or drug susceptible.Results: This revealed that multiple distinct families of plasmids were associated with building an MDR phenotype. Plasmid-mediated AmpC (CMY-2) beta-lactamase resistance was associated with a clonal group of IncI1 plasmids that has remained stable in isolates collected up to a decade apart. Other plasmids, in particular those with an IncF replicon type, contained other resistance gene markers, so that the emergence of these MDR strains was driven by the accumulation of multiple plasmids, up to 5 replicons in specific cases.Conclusions: This study indicates that vulnerable patients, often with complex clinical histories provide a setting leading to the emergence of MDR E. coli strains in clonally distinct commensal backgrounds. While it is known that horizontally-transferred resistance supplements pathogenic strains of E. coli such as ST131, our study demonstrates that the selection of an MDR phenotype in commensal E. coli strains can result in opportunistic infections in vulnerable patient populations. These strains provide a reservoir for the onward transfer of resistance alleles into more typically pathogenic strains and provide opportunities for the coalition of resistance and virulence determinants on plasmids as evidenced by the IncF replicons characterised in this study.","sample_type:whole organism",99.7,98.5,100,0.4,,"Good","2017-09-29T00:35:00.861Z","2017-09-29T00:35:00.861Z"
"562.19205","Escherichia coli strain 1190",,562,"Complete","1190",,,,"MLST.Escherichia_coli_1.349",,,,"2017-09-18T00:00:00Z",,"PRJNA402083","SAMN07618121","GCA_002310615.1",,"CP023386,CP023387",,"The Roslin Institute",,"PacBio","20x","De-novo v. Celera Assembler 8.2",1,1,2,4987038,50.83,5043,4994,,"urinary tract infections","isolated from urinary tract infections in dogs","2002","United Kingdom","United Kingdom: Scotland, Edinburgh",,,,,,"Dog, Canis lupus familiaris",,,,,,,,,,,,,,,,,,,"Objectives: To determine the plasmid architecture and context of resistance genes in multi-drug resistant (MDR) Escherichia coli strains isolated from urinary tract infections in dogs.Single-molecule real-time (SMRT) sequencing were applied to assemble the complete genomes of E. coli strains associated with clinical urinary tract infections, which were either phenotypically MDR or drug susceptible.Results: This revealed that multiple distinct families of plasmids were associated with building an MDR phenotype. Plasmid-mediated AmpC (CMY-2) beta-lactamase resistance was associated with a clonal group of IncI1 plasmids that has remained stable in isolates collected up to a decade apart. Other plasmids, in particular those with an IncF replicon type, contained other resistance gene markers, so that the emergence of these MDR strains was driven by the accumulation of multiple plasmids, up to 5 replicons in specific cases.Conclusions: This study indicates that vulnerable patients, often with complex clinical histories provide a setting leading to the emergence of MDR E. coli strains in clonally distinct commensal backgrounds. While it is known that horizontally-transferred resistance supplements pathogenic strains of E. coli such as ST131, our study demonstrates that the selection of an MDR phenotype in commensal E. coli strains can result in opportunistic infections in vulnerable patient populations. These strains provide a reservoir for the onward transfer of resistance alleles into more typically pathogenic strains and provide opportunities for the coalition of resistance and virulence determinants on plasmids as evidenced by the IncF replicons characterised in this study.","sample_type:whole organism",99.9,98.7,100,,,"Good","2017-09-29T00:34:49.764Z","2017-09-29T00:34:49.764Z"
"562.19206","Escherichia coli strain 1105",,562,"Complete","1105",,,,"MLST.Escherichia_coli_1.929",,,,"2017-09-18T00:00:00Z",,"PRJNA402083","SAMN07618120","GCA_002310635.1",,"CP023388,CP023389",,"The Roslin Institute",,"PacBio","20x","De-novo v. Celera Assembler 8.1",1,1,2,5133746,50.51,5291,5164,,"urinary tract infections","isolated from urinary tract infections in dogs","2002","United Kingdom","United Kingdom: Scotland, Edinburgh",,,,,,"Dog, Canis lupus familiaris",,,,,,,,,,,,,,,,,,,"Objectives: To determine the plasmid architecture and context of resistance genes in multi-drug resistant (MDR) Escherichia coli strains isolated from urinary tract infections in dogs.Single-molecule real-time (SMRT) sequencing were applied to assemble the complete genomes of E. coli strains associated with clinical urinary tract infections, which were either phenotypically MDR or drug susceptible.Results: This revealed that multiple distinct families of plasmids were associated with building an MDR phenotype. Plasmid-mediated AmpC (CMY-2) beta-lactamase resistance was associated with a clonal group of IncI1 plasmids that has remained stable in isolates collected up to a decade apart. Other plasmids, in particular those with an IncF replicon type, contained other resistance gene markers, so that the emergence of these MDR strains was driven by the accumulation of multiple plasmids, up to 5 replicons in specific cases.Conclusions: This study indicates that vulnerable patients, often with complex clinical histories provide a setting leading to the emergence of MDR E. coli strains in clonally distinct commensal backgrounds. While it is known that horizontally-transferred resistance supplements pathogenic strains of E. coli such as ST131, our study demonstrates that the selection of an MDR phenotype in commensal E. coli strains can result in opportunistic infections in vulnerable patient populations. These strains provide a reservoir for the onward transfer of resistance alleles into more typically pathogenic strains and provide opportunities for the coalition of resistance and virulence determinants on plasmids as evidenced by the IncF replicons characterised in this study.","sample_type:whole organism",99.9,98.9,100,,,"Good","2017-09-29T00:34:54.712Z","2017-09-29T00:34:54.712Z"
"562.19207","Escherichia coli strain 746",,562,"Complete","746",,,,"MLST.Escherichia_coli_1.963",,,,"2017-09-18T00:00:00Z",,"PRJNA402083","SAMN07618129","GCA_002310655.1",,"CP023353,CP023354,CP023355,CP023356",,"The Roslin Institute",,"PacBio","20x","De-novo v. Celera Assembler 8.10",1,3,4,5319278,50.69,5538,5388,,"urinary tract infections","isolated from urinary tract infections in dogs","2002","United Kingdom","United Kingdom: Scotland, Edinburgh",,,,,,"Dog, Canis lupus familiaris",,,,,,,,,,,,,,,,,,,"Objectives: To determine the plasmid architecture and context of resistance genes in multi-drug resistant (MDR) Escherichia coli strains isolated from urinary tract infections in dogs.Single-molecule real-time (SMRT) sequencing were applied to assemble the complete genomes of E. coli strains associated with clinical urinary tract infections, which were either phenotypically MDR or drug susceptible.Results: This revealed that multiple distinct families of plasmids were associated with building an MDR phenotype. Plasmid-mediated AmpC (CMY-2) beta-lactamase resistance was associated with a clonal group of IncI1 plasmids that has remained stable in isolates collected up to a decade apart. Other plasmids, in particular those with an IncF replicon type, contained other resistance gene markers, so that the emergence of these MDR strains was driven by the accumulation of multiple plasmids, up to 5 replicons in specific cases.Conclusions: This study indicates that vulnerable patients, often with complex clinical histories provide a setting leading to the emergence of MDR E. coli strains in clonally distinct commensal backgrounds. While it is known that horizontally-transferred resistance supplements pathogenic strains of E. coli such as ST131, our study demonstrates that the selection of an MDR phenotype in commensal E. coli strains can result in opportunistic infections in vulnerable patient populations. These strains provide a reservoir for the onward transfer of resistance alleles into more typically pathogenic strains and provide opportunities for the coalition of resistance and virulence determinants on plasmids as evidenced by the IncF replicons characterised in this study.","sample_type:whole organism",99.6,98.4,100,0.7,,"Good","2017-09-29T00:35:38.107Z","2017-09-29T00:35:38.107Z"
"562.19208","Escherichia coli strain 127",,562,"Complete","127",,,,"MLST.Escherichia_coli_1.46,MLST.Escherichia_coli_2.398",,,,"2017-09-18T00:00:00Z",,"PRJNA402083","SAMN07618123","GCA_002310675.1",,"CP023377,CP023378,CP023379,CP023380,CP023381,CP023382",,"The Roslin Institute",,"PacBio","20x","De-novo v. Celera Assembler 8.4",1,5,6,5091284,50.64,5540,5402,,"urinary tract infections","isolated from urinary tract infections in dogs","2002","United Kingdom","United Kingdom: Scotland, Edinburgh",,,,,,"Dog, Canis lupus familiaris",,,,,,,,,,,,,,,,,,,"Objectives: To determine the plasmid architecture and context of resistance genes in multi-drug resistant (MDR) Escherichia coli strains isolated from urinary tract infections in dogs.Single-molecule real-time (SMRT) sequencing were applied to assemble the complete genomes of E. coli strains associated with clinical urinary tract infections, which were either phenotypically MDR or drug susceptible.Results: This revealed that multiple distinct families of plasmids were associated with building an MDR phenotype. Plasmid-mediated AmpC (CMY-2) beta-lactamase resistance was associated with a clonal group of IncI1 plasmids that has remained stable in isolates collected up to a decade apart. Other plasmids, in particular those with an IncF replicon type, contained other resistance gene markers, so that the emergence of these MDR strains was driven by the accumulation of multiple plasmids, up to 5 replicons in specific cases.Conclusions: This study indicates that vulnerable patients, often with complex clinical histories provide a setting leading to the emergence of MDR E. coli strains in clonally distinct commensal backgrounds. While it is known that horizontally-transferred resistance supplements pathogenic strains of E. coli such as ST131, our study demonstrates that the selection of an MDR phenotype in commensal E. coli strains can result in opportunistic infections in vulnerable patient populations. These strains provide a reservoir for the onward transfer of resistance alleles into more typically pathogenic strains and provide opportunities for the coalition of resistance and virulence determinants on plasmids as evidenced by the IncF replicons characterised in this study.","sample_type:whole organism",99.9,98.6,100,1.5,,"Good","2017-09-29T00:35:42.030Z","2017-09-29T00:35:42.030Z"
"562.19209","Escherichia coli strain 1428",,562,"Complete","1428",,,,"MLST.Escherichia_coli_1.648",,,,"2017-09-18T00:00:00Z",,"PRJNA402083","SAMN07618125","GCA_002310695.1",,"CP023366,CP023367,CP023368,CP023369,CP023370",,"The Roslin Institute",,"PacBio","20x","De-novo v. Celera Assembler 8.6",1,4,5,5309743,50.51,5513,5399,,"urinary tract infections","isolated from urinary tract infections in dogs","2002","United Kingdom","United Kingdom: Scotland, Edinburgh",,,,,,"Dog, Canis lupus familiaris",,,,,,,,,,,,,,,,,,,"Objectives: To determine the plasmid architecture and context of resistance genes in multi-drug resistant (MDR) Escherichia coli strains isolated from urinary tract infections in dogs.Single-molecule real-time (SMRT) sequencing were applied to assemble the complete genomes of E. coli strains associated with clinical urinary tract infections, which were either phenotypically MDR or drug susceptible.Results: This revealed that multiple distinct families of plasmids were associated with building an MDR phenotype. Plasmid-mediated AmpC (CMY-2) beta-lactamase resistance was associated with a clonal group of IncI1 plasmids that has remained stable in isolates collected up to a decade apart. Other plasmids, in particular those with an IncF replicon type, contained other resistance gene markers, so that the emergence of these MDR strains was driven by the accumulation of multiple plasmids, up to 5 replicons in specific cases.Conclusions: This study indicates that vulnerable patients, often with complex clinical histories provide a setting leading to the emergence of MDR E. coli strains in clonally distinct commensal backgrounds. While it is known that horizontally-transferred resistance supplements pathogenic strains of E. coli such as ST131, our study demonstrates that the selection of an MDR phenotype in commensal E. coli strains can result in opportunistic infections in vulnerable patient populations. These strains provide a reservoir for the onward transfer of resistance alleles into more typically pathogenic strains and provide opportunities for the coalition of resistance and virulence determinants on plasmids as evidenced by the IncF replicons characterised in this study.","sample_type:whole organism",99.9,99.2,100,,,"Good","2017-09-29T00:35:33.120Z","2017-09-29T00:35:33.120Z"
"562.19210","Escherichia coli strain 1223",,562,"Complete","1223",,,,"MLST.Escherichia_coli_1.744,MLST.Escherichia_coli_2.2",,,,"2017-09-18T00:00:00Z",,"PRJNA402083","SAMN07618122","GCA_002310715.1",,"CP023383,CP023384,CP023385",,"The Roslin Institute",,"PacBio","20x","De-novo v. Celera Assembler 8.3",1,2,3,4951571,50.63,5159,5057,,"urinary tract infections","isolated from urinary tract infections in dogs","2002","United Kingdom","United Kingdom: Scotland, Edinburgh",,,,,,"Dog, Canis lupus familiaris",,,,,,,,,,,,,,,,,,,"Objectives: To determine the plasmid architecture and context of resistance genes in multi-drug resistant (MDR) Escherichia coli strains isolated from urinary tract infections in dogs.Single-molecule real-time (SMRT) sequencing were applied to assemble the complete genomes of E. coli strains associated with clinical urinary tract infections, which were either phenotypically MDR or drug susceptible.Results: This revealed that multiple distinct families of plasmids were associated with building an MDR phenotype. Plasmid-mediated AmpC (CMY-2) beta-lactamase resistance was associated with a clonal group of IncI1 plasmids that has remained stable in isolates collected up to a decade apart. Other plasmids, in particular those with an IncF replicon type, contained other resistance gene markers, so that the emergence of these MDR strains was driven by the accumulation of multiple plasmids, up to 5 replicons in specific cases.Conclusions: This study indicates that vulnerable patients, often with complex clinical histories provide a setting leading to the emergence of MDR E. coli strains in clonally distinct commensal backgrounds. While it is known that horizontally-transferred resistance supplements pathogenic strains of E. coli such as ST131, our study demonstrates that the selection of an MDR phenotype in commensal E. coli strains can result in opportunistic infections in vulnerable patient populations. These strains provide a reservoir for the onward transfer of resistance alleles into more typically pathogenic strains and provide opportunities for the coalition of resistance and virulence determinants on plasmids as evidenced by the IncF replicons characterised in this study.","sample_type:whole organism",99.7,99.3,100,0.4,,"Good","2017-09-29T00:35:10.364Z","2017-09-29T00:35:10.364Z"
